hard_text,profession,gender
"A recent graduate of MIT, Arun brings a longtime commitment to edtech, including three years on App Inventor (an Android application to teach app development to students).",24,0
"He is an active member in the open-source community and has a leadership role on a few of Bullhorn’s open source projects, including the Career Portal and REST SDK. Adam holds a Bachelor’s degree in Computer Science from Saint Louis University and has over 5 years of experience in the field.",24,0
"Though, unlike most girls, she’s not afraid to tackle bugs of any kind! She’s an energetic multi-tasker who can deftly handle sales, marketing, development, partner and customer needs, and all with a smile on her face.",24,1
"She has over seven years of experience in requirements gathering, problem solving and transforming the client's needs and ideas into feature-packed business solutions.",24,1
"She holds bachelor’s degrees in French and cognitive science from UC Berkeley and a master’s degree in computer science from the University of Chicago. When she is not coding, Valerie can be found singing showtunes, running around DC and its environs, and chipping away at her ever-expanding list of books to read.",24,1
"She focuses on SOA governance related topics, and is currently a developer working on the SOA Federated Metadata Management (FMDM) incubation project.",24,1
She is currently working on IBM's JPA implementation for the WebSphere Application Server and is contributing member of the Apache OpenJPA project. Previously she has worked on object query component used in WebSphere's EJB2 entity bean implementation. Ms. Wei was also a developer on the XQuery implementation for DB2 and on the XTables research project which did query and mapping from XML to relational schemas.,24,1
She has a background in computer science and international business and enjoys everything from creating APIs to data visualization to automation to security. She's fascinated by aerospace and can't wait to contribute to NASA Datanauts!,24,1
"But, her passion for movies and events made her move towards this tinsel world. Last year, through her own brand Mekbrand, she co -sponsored Manali Jagtap’s fashion show, in aid of Umeed a charity organization. Now Komal Unawane is the producer of movie ‘One Way Ticket‘ which is directed by veteran Amol Shetge.",24,1
"She interned at Apple from 2004 to 2005 where she completed two projects: a MIDI test tool suite and an embedded low latency wireless audio streaming implementation. She currently maintains Apple's USB audio class driver. Last December, she finished her master's degree at SFSU in computer science.",24,1
"She was previously a Research Intern at Facebook and, before that, at Inria, working on Nano-D Team, where she analized protein structures using Pymol. Astha graduated from the Indian Institute of Technology, Bombay.",24,1
"She was a Postdoctoral Fellow at the Lawrence Berkeley National Laboratory. She received her PhD and MS in Computer Science from MIT and a BA in Mathematics from Harvard University. She helped co-found Latinas in Computing, an international organization of Latina computer scientists, has served on organizing committees for the Richard Tapia and Grace Hopper conferences. She is the mother of 3 boys, ages 6, 4, and 1.",24,1
"She has spent the last 3 years consulting, specifically helping companies go mobile, and has released over a dozen apps to the AppStore. She is a Lead Engineer who has grown and mentored development teams to success. She is also CTO and Board Member forWomen Who Code, and a Core Team Member of CocoaPods, the Objective-C library dependency manager.",24,1
"She has been involved in developing RTI’s Case+Code use cases, based on the requirements and challenges of the Industrial Internet. She has provided architecture and design guidance for many real-world industrial Internet systems in the power, automotive, military/aerospace and financial industries. She led the development team for the RTI implementation of a small-footprint DDS prototype for edge connectivity.",24,1
"Prior to this she was a Principal Data Scientist at Capital One. While at Capital One Labs, she’s worked on a variety of rapid prototypes leveraging data science, design thinking and software engineering to improve financial wellness for consumers. She is passionate about challenges in consolidating the art, science and the engineering part of data-driven work and is excited about finding the right devops and architecture solutions for production-scale projects. Outside of work, she is active in the Women Who Code NYC chapter and often mentors at hackathons. Jiaqi holds a Bachelors in Computer Science from Columbia University with a minor in History.",24,1
"She is on the board of the non-profit Bike Farm, which she co-founded in 2007. Momoko is also an active volunteer for App Camp 4 Girls and Portland Society.",24,1
